target_token,recall,precision,f1
nature,1.0,1.0,1.0
nốt,0.875,0.5833333333333334,0.7000000000000001
application,1.0,1.0,1.0
analyze,1.0,1.0,1.0
structure,1.0,1.0,1.0
randomly,1.0,1.0,1.0
altering,1.0,1.0,1.0
compare,1.0,1.0,1.0
original,1.0,1.0,1.0
part,1.0,1.0,1.0
becomes,1.0,1.0,1.0
thousands,1.0,1.0,1.0
years,1.0,1.0,1.0
old,1.0,1.0,1.0
techniques,1.0,1.0,1.0
successfully,1.0,1.0,1.0
animals,1.0,1.0,1.0
forty,1.0,1.0,1.0
thousand,1.0,1.0,1.0
year,1.0,1.0,1.0
mammoth,1.0,1.0,1.0
human,1.0,1.0,1.0
applications,1.0,1.0,1.0
ranging,1.0,1.0,1.0
egyptian,1.0,1.0,1.0
mummies,1.0,1.0,1.0
identification,1.0,1.0,1.0
russian,1.0,1.0,1.0
tsar,1.0,1.0,1.0
allele,1.0,1.0,1.0
polymorphism,1.0,1.0,1.0
individual,1.0,1.0,1.0
has,1.0,1.0,1.0
here,1.0,1.0,1.0
common,1.0,1.0,1.0
would,1.0,1.0,1.0
short,1.0,1.0,1.0
distance,1.0,1.0,1.0
away,1.0,1.0,1.0
while,1.0,1.0,1.0
anneals,1.0,1.0,1.0
end,1.0,1.0,1.0
modified,1.0,1.0,1.0
if,1.0,1.0,1.0
matches,1.0,1.0,1.0
alleles,1.0,1.0,1.0
interest,1.0,1.0,1.0
snp,1.0,1.0,1.0
reactions,1.0,1.0,1.0
containing,1.0,1.0,1.0
ending,1.0,1.0,1.0
same,1.0,1.0,1.0
following,1.0,1.0,1.0
sets,1.0,1.0,1.0
run,1.0,1.0,1.0
out,1.0,1.0,1.0
band,1.0,1.0,1.0
pattern,1.0,1.0,1.0
will,1.0,1.0,1.0
tell,1.0,1.0,1.0
you,1.0,1.0,1.0
homozygous,1.0,1.0,1.0
heterzygous,1.0,1.0,1.0
methodology,1.0,1.0,1.0
amplifying,1.0,1.0,1.0
certain,1.0,1.0,1.0
haplotypes,1.0,1.0,1.0
snps,1.0,1.0,1.0
together,1.0,1.0,1.0
chromosome,1.0,1.0,1.0
disequilibrium,1.0,1.0,1.0
recombinant,1.0,1.0,1.0
chromosomes,1.0,1.0,1.0
study,1.0,1.0,1.0
meiotic,1.0,1.0,1.0
recombination,1.0,1.0,1.0
researchers,1.0,1.0,1.0
traditional,1.0,1.0,1.0
estimate,1.0,1.0,1.0
transcribed,1.0,1.0,1.0
prior,1.0,1.0,1.0
those,1.0,1.0,1.0
strands,1.0,1.0,1.0
hold,1.0,1.0,1.0
instructions,1.0,1.0,1.0
known,1.0,1.0,1.0
messenger,1.0,1.0,1.0
mrna,1.0,1.0,1.0
once,1.0,1.0,1.0
isolated,1.0,1.0,1.0
reverse,1.0,1.0,1.0
back,1.0,1.0,1.0
complementary,1.0,1.0,1.0
precise,1.0,1.0,1.0
point,1.0,1.0,1.0
applied,1.0,1.0,1.0
rt,1.0,1.0,1.0
cases,1.0,1.0,1.0
starting,1.0,1.0,1.0
material,1.0,1.0,1.0
during,1.0,1.0,1.0
generated,1.0,1.0,1.0
see,1.0,1.0,1.0
figure,1.0,1.0,1.0
corresponding,1.0,1.0,1.0
appear,1.0,1.0,1.0
larger,1.0,1.0,1.0
note,1.0,1.0,1.0
remains,1.0,1.0,1.0
relative,1.0,1.0,1.0
ladder,1.0,1.0,1.0
fatter,1.0,1.0,1.0
brighter,1.0,1.0,1.0
running,1.0,1.0,1.0
samples,1.0,1.0,1.0
differently,1.0,1.0,1.0
treated,1.0,1.0,1.0
get,1.0,1.0,1.0
idea,1.0,1.0,1.0
expressed,1.0,1.0,1.0
quantative,1.0,1.0,1.0
method,1.0,1.0,1.0
developed,1.0,1.0,1.0
real,1.0,1.0,1.0
time,1.0,1.0,1.0
ngọc,1.0,1.0,1.0
陳玉蓮,1.0,1.0,1.0
idy,1.0,1.0,1.0
chan,0.3333333333333333,1.0,0.5
yuk,1.0,1.0,1.0
lin,1.0,1.0,1.0
dàn,0.0,-1,-1
đặn,0.0,-1,-1
tvb,1.0,1.0,1.0
ưng,0.0,-1,-1
bát,0.42,1.0,0.5915492957746479
ngột,0.5789473684210527,0.9565217391304348,0.721311475409836
vỹ,1.0,1.0,1.0
lam,0.04430379746835443,1.0,0.08484848484848485
lang,0.746031746031746,0.7704918032786885,0.7580645161290323
tỏa,0.76,0.7307692307692307,0.7450980392156863
atv,1.0,1.0,1.0
lồng,0.1111111111111111,1.0,0.19999999999999998
màn,0.9375,0.8181818181818182,0.8737864077669902
cpu,1.0,1.0,1.0
central,1.0,1.0,1.0
processing,1.0,1.0,1.0
unit,1.0,1.0,1.0
lí,1.0,0.6935483870967742,0.8190476190476191
não,0.16129032258064516,1.0,0.27777777777777773
dáng,0.0,-1,-1
chục,0.5853658536585366,1.0,0.7384615384615384
ráp,0.1111111111111111,1.0,0.19999999999999998
transitor,1.0,1.0,1.0
khiển,0.9615384615384616,0.9259259259259259,0.9433962264150944
lệnh,1.0,0.9959016393442623,0.997946611909651
nhịp,1.0,0.9473684210526315,0.972972972972973
thao,0.9157894736842105,0.9456521739130435,0.9304812834224598
giây,0.35555555555555557,0.8421052631578947,0.5
mhz,1.0,1.0,1.0
ram,0.25,0.5,0.3333333333333333
core,1.0,1.0,1.0
nehalem,1.0,1.0,1.0
ghz,1.0,1.0,1.0
duo,1.0,1.0,1.0
đệm,0.7058823529411765,1.0,0.8275862068965517
intel,1.0,1.0,1.0
cache,1.0,1.0,1.0
shared,1.0,1.0,1.0
pentium,1.0,1.0,1.0
đêm,0.9333333333333333,0.8166666666666667,0.8711111111111112
quad,1.0,1.0,1.0
amd,1.0,1.0,1.0
six,1.0,1.0,1.0
transistors,1.0,1.0,1.0
northwood,1.0,1.0,1.0
advanced,1.0,1.0,1.0
devices,1.0,1.0,1.0
tecnêxi,0.0,-1,-1
tecnexi,-1,0.0,-1
hêli,0.0,-1,-1
international,1.0,1.0,1.0
union,1.0,1.0,1.0
pure,1.0,1.0,1.0
chemistry,1.0,1.0,1.0
trễ,0.3333333333333333,1.0,0.5
natri,1.0,0.9493670886075949,0.974025974025974
natrium,1.0,1.0,1.0
ôzôn,1.0,0.9819277108433735,0.9908814589665653
z,1.0,1.0,1.0
gdp,1.0,1.0,1.0
gross,1.0,1.0,1.0
domestic,1.0,1.0,1.0
ngặt,1.0,0.6071428571428571,0.7555555555555554
national,1.0,1.0,1.0
ngdp,1.0,1.0,1.0
regional,1.0,1.0,1.0
provincial,1.0,1.0,1.0
rgdp,1.0,1.0,1.0
nx,1.0,1.0,1.0
wage,1.0,1.0,1.0
profit,1.0,1.0,1.0
thuê,0.7368421052631579,0.7,0.717948717948718
rent,1.0,1.0,1.0
pr,1.0,1.0,1.0
te,0.0,-1,-1
dep,0.0,-1,-1
ròng,0.0,-1,-1
hao,0.6666666666666666,1.0,0.8
sân,0.9603174603174603,0.7756410256410257,0.8581560283687943
go,0.0,-1,-1
goj,1.0,1.0,1.0
cáo,0.6118421052631579,1.0,0.7591836734693876
vt,1.0,1.0,1.0
bea,1.0,1.0,1.0
chênh,1.0,1.0,1.0
gde,1.0,1.0,1.0
expenditure,1.0,1.0,1.0
kho,0.59375,0.8260869565217391,0.6909090909090908
gnp,1.0,1.0,1.0
khấu,0.8,0.96,0.8727272727272728
gpi,1.0,1.0,1.0
xanh,1.0,1.0,1.0
redefining,1.0,1.0,1.0
progress,1.0,1.0,1.0
francisco,1.0,1.0,1.0
purchasing,1.0,1.0,1.0
parity,1.0,1.0,1.0
current,1.0,1.0,1.0
rate,1.0,1.0,1.0
mev,1.0,1.0,1.0
ηλεκτρον,1.0,1.0,1.0
êlectron,0.0,-1,-1
hổ,0.11627906976744186,1.0,0.20833333333333334
xát,1.0,0.6666666666666666,0.8
lông,0.32142857142857145,1.0,0.4864864864864865
lepton,1.0,1.0,1.0
thoa,0.875,1.0,0.9333333333333333
coulomb,1.0,1.0,1.0
kg,1.0,1.0,1.0
c²,1.0,1.0,1.0
xấp,1.0,0.9714285714285714,0.9855072463768115
xỉ,0.96875,0.9789473684210527,0.9738219895287958
nêu,0.48,1.0,0.6486486486486487
spin,1.0,1.0,1.0
½,1.0,1.0,1.0
fermion,1.0,1.0,1.0
tuân,0.9333333333333333,0.9859154929577465,0.9589041095890412
fermi,1.0,1.0,1.0
dirac,1.0,1.0,1.0
positron,1.0,1.0,1.0
photon,1.0,0.9636363636363636,0.9814814814814815
dường,0.16129032258064516,1.0,0.27777777777777773
xa,0.5782608695652174,0.9568345323741008,0.7208672086720868
khái,0.936046511627907,0.9877300613496932,0.9611940298507463
gamma,1.0,1.0,1.0
lorentz,1.0,1.0,1.0
stanford,1.0,1.0,1.0
gev,1.0,1.0,1.0
γ,1.0,1.0,1.0
tia,1.0,0.9310344827586207,0.9642857142857143
ti,0.42857142857142855,1.0,0.6
lân,0.48,0.96,0.64
transistor,1.0,1.0,1.0
millikan,1.0,1.0,1.0
giọt,1.0,1.0,1.0
stern,1.0,1.0,1.0
gerlach,1.0,1.0,1.0
électromètre,0.0,-1,-1
electrometre,-1,0.0,-1
galvanomètre,0.0,-1,-1
galvanometre,-1,0.0,-1
quét,1.0,0.875,0.9333333333333333
chui,1.0,0.25,0.4
hầm,0.5416666666666666,0.9285714285714286,0.6842105263157894
microscope,1.0,1.0,1.0
à,0.0,-1,-1
effet,1.0,1.0,1.0
tunnel,1.0,1.0,1.0
su,0.04,1.0,0.07692307692307693
neutrino,1.0,1.0,1.0
muon,0.0,-1,-1
tauon,1.0,1.0,1.0
tuyệt,0.9838709677419355,0.9682539682539683,0.976
kev,1.0,1.0,1.0
johnstone,1.0,1.0,1.0
stoney,1.0,1.0,1.0
thomson,1.0,1.0,1.0
cambridge,1.0,1.0,1.0
clerk,1.0,1.0,1.0
maxwell,1.0,1.0,1.0
x,1.0,1.0,1.0
corpuscles,1.0,1.0,1.0
béc,0.0,-1,-1
bec,-1,0.0,-1
triêu,0.0,-1,-1
đôn,0.6470588235294118,0.9166666666666666,0.7586206896551724
brandenburg,1.0,1.0,1.0
ôn,0.8787878787878788,0.90625,0.8923076923076922
lành,0.6851851851851852,1.0,0.8131868131868133
weimar,1.0,1.0,1.0
đệ,0.47674418604651164,0.9761904761904762,0.640625
deutsche,1.0,1.0,1.0
bundestag,1.0,1.0,1.0
nút,0.9,0.9,0.9
barnim,1.0,1.0,1.0
teltow,1.0,1.0,1.0
lũng,1.0,0.6538461538461539,0.7906976744186047
spree,1.0,1.0,1.0
hẹp,1.0,1.0,1.0
havel,1.0,1.0,1.0
spandau,1.0,1.0,1.0
tegeler,1.0,1.0,1.0
wannsee,1.0,1.0,1.0
reinickendorf,1.0,1.0,1.0
pankow,1.0,1.0,1.0
charlottenburg,1.0,1.0,1.0
wilmersdorf,1.0,1.0,1.0
steglitz,1.0,1.0,1.0
zehlendorf,1.0,1.0,1.0
tempelhof,1.0,1.0,1.0
schöneberg,1.0,1.0,1.0
neukölln,0.0,-1,-1
neukolln,-1,0.0,-1
teufelsberg,1.0,1.0,1.0
mực,0.609375,0.9069767441860465,0.7289719626168225
đống,0.0,-1,-1
müggelberge,0.0,-1,-1
muggelberge,-1,0.0,-1
treptow,1.0,1.0,1.0
köpenick,0.0,-1,-1
kopenick,-1,0.0,-1
dalem,1.0,1.0,1.0
mm,1.0,1.0,1.0
lạnh,0.5692307692307692,0.9367088607594937,0.7081339712918661
celsius,1.0,1.0,1.0
cölln,0.0,-1,-1
colln,-1,0.0,-1
tòa,1.0,0.7711442786069652,0.8707865168539327
friedrich,1.0,1.0,1.0
tuyển,0.8076923076923077,0.8571428571428571,0.8316831683168318
kürfürst,0.0,-1,-1
kurfürst,1.0,0.5,0.6666666666666666
hohenzollern,1.0,1.0,1.0
brandenbrg,1.0,1.0,1.0
hư,1.0,0.7708333333333334,0.8705882352941177
wilhelm,1.0,1.0,1.0
großer,1.0,1.0,1.0
friedrichswerder,1.0,1.0,1.0
dorotheenstadt,1.0,1.0,1.0
friedrichstadt,1.0,1.0,1.0
gottfried,1.0,1.0,1.0
leibniz,1.0,1.0,1.0
sophia,1.0,1.0,1.0
charlottes,1.0,1.0,1.0
mến,0.5,1.0,0.6666666666666666
ghét,1.0,1.0,1.0
wuterhausen,1.0,1.0,1.0
gầy,0.0,-1,-1
đắn,0.0,-1,-1
khố,0.4444444444444444,1.0,0.6153846153846153
nhuệ,1.0,1.0,1.0
athena,1.0,1.0,1.0
sparta,1.0,1.0,1.0
voltaire,1.0,1.0,1.0
crossen,1.0,1.0,1.0
silesia,1.0,1.0,1.0
bohemia,1.0,1.0,1.0
hohenfriedberg,1.0,1.0,1.0
sachsen,1.0,1.0,1.0
tành,0.8333333333333334,1.0,0.9090909090909091
khúc,1.0,0.974025974025974,0.9868421052631579
hân,0.0,-1,-1
hoan,0.2857142857142857,1.0,0.4444444444444445
đón,0.45901639344262296,1.0,0.6292134831460674
chào,1.0,0.8571428571428571,0.923076923076923
dũng,0.25,1.0,0.4
hiền,0.037037037037037035,1.0,0.07142857142857142
rộ,0.3,1.0,0.4615384615384615
chuộng,0.8,1.0,0.888888888888889
hans,1.0,1.0,1.0
georg,1.0,1.0,1.0
wenzeslaus,1.0,1.0,1.0
von,0.8857142857142857,1.0,0.9393939393939393
knobelsdorff,1.0,1.0,1.0
hedwig,1.0,1.0,1.0
spart,1.0,1.0,1.0
invalidenhaus,1.0,1.0,1.0
cựu,0.7543859649122807,0.9148936170212766,0.8269230769230769
vời,0.0,-1,-1
trau,0.1,1.0,0.18181818181818182
dồi,0.0,-1,-1
potsdam,1.0,1.0,1.0
duyệt,1.0,1.0,1.0
quyến,0.0,-1,-1
rũ,1.0,0.6666666666666666,0.8
góa,0.75,0.75,0.75
xinh,1.0,0.8888888888888888,0.9411764705882353
xắn,1.0,1.0,1.0
forum,1.0,1.0,1.0
fredericianum,1.0,1.0,1.0
andrás,1.0,1.0,1.0
hadik,1.0,1.0,1.0
de,0.7193877551020408,1.0,0.8367952522255193
futak,1.0,1.0,1.0
rochow,1.0,1.0,1.0
dám,0.6190476190476191,1.0,0.7647058823529412
thaler,1.0,1.0,1.0
kunersdorf,1.0,1.0,1.0
rệu,0.0,-1,-1
rêu,1.0,0.9090909090909091,0.9523809523809523
đạn,0.25,0.75,0.375
xưởng,0.3,0.75,0.4285714285714285
dệt,1.0,0.9459459459459459,0.9722222222222222
lagerhaus,1.0,1.0,1.0
cướp,1.0,1.0,1.0
đũa,0.4166666666666667,1.0,0.5882352941176471
bắn,0.24074074074074073,0.9285714285714286,0.3823529411764706
khốc,0.8571428571428571,1.0,0.923076923076923
dresden,1.0,1.0,1.0
bánh,0.9910714285714286,0.9487179487179487,0.9694323144104804
mạ,0.0,-1,-1
mẻ,0.07692307692307693,1.0,0.14285714285714288
sốt,0.5,1.0,0.6666666666666666
sắng,0.0,-1,-1
diễu,0.0,-1,-1
hề,0.8823529411764706,1.0,0.9375
nhốn,0.0,-1,-1
nháo,0.0,-1,-1
boyer,1.0,1.0,1.0
argens,1.0,1.0,1.0
kẻ,0.631578947368421,1.0,0.7741935483870968
nicolai,1.0,1.0,1.0
hứng,0.72,1.0,0.8372093023255813
thầy,0.20833333333333334,1.0,0.3448275862068966
karl,1.0,1.0,1.0
ramler,1.0,1.0,1.0
gotthold,1.0,1.0,1.0
ephraim,1.0,1.0,1.0
lessing,1.0,1.0,1.0
ludwig,1.0,1.0,1.0
gleim,1.0,1.0,1.0
moses,1.0,1.0,1.0
mendelssohn,1.0,1.0,1.0
sulzer,1.0,1.0,1.0
wedding,1.0,1.0,1.0
moabit,1.0,1.0,1.0
tempelhofer,1.0,1.0,1.0
schöneberger,0.0,-1,-1
schoneberger,-1,0.0,-1
hè,0.9142857142857143,1.0,0.955223880597015
germania,1.0,1.0,1.0
adolf,1.0,1.0,1.0
hitler,1.0,1.0,1.0
đấu,0.7473684210526316,1.0,0.8554216867469879
figures,1.0,1.0,1.0
german,1.0,1.0,1.0
bonn,1.0,1.0,1.0
bezirksverordnetenversammlung,1.0,1.0,1.0
bezirksamt,1.0,1.0,1.0
gấu,1.0,0.8888888888888888,0.9411764705882353
vuốt,0.0,-1,-1
phỏng,0.21951219512195122,1.0,0.36
albrecht,1.0,1.0,1.0
chim,1.0,0.7966101694915254,0.8867924528301886
bàng,0.029411764705882353,1.0,0.05714285714285715
vạch,0.851063829787234,0.9302325581395349,0.888888888888889
ờ,0.0,-1,-1
khiên,0.0,-1,-1
miện,0.8571428571428571,1.0,0.923076923076923
euro,1.0,1.0,1.0
ihk,1.0,1.0,1.0
mtv,1.0,1.0,1.0
nick,1.0,1.0,1.0
viva,1.0,1.0,1.0
plus,1.0,1.0,1.0
sat,0.0,-1,-1
tv,1.0,1.0,1.0
fab,1.0,1.0,1.0
rbb,1.0,1.0,1.0
welle,1.0,1.0,1.0
deutschlandradio,1.0,1.0,1.0
studio,1.0,1.0,1.0
ard,1.0,1.0,1.0
zdf,1.0,1.0,1.0
rtl,1.0,1.0,1.0
berliner,1.0,1.0,1.0
zeitung,1.0,1.0,1.0
morgenpost,1.0,1.0,1.0
tagesspiegel,1.0,1.0,1.0
taz,1.0,1.0,1.0
welt,1.0,1.0,1.0
junge,1.0,1.0,1.0
freiheit,1.0,1.0,1.0
neues,1.0,1.0,1.0
neue,1.0,1.0,1.0
b,1.0,1.0,1.0
bild,1.0,1.0,1.0
kurier,1.0,1.0,1.0
woche,1.0,1.0,1.0
abendblatt,1.0,1.0,1.0
zweite,1.0,1.0,1.0
tip,0.0,-1,-1
típ,1.0,0.3333333333333333,0.5
zitty,1.0,1.0,1.0
walter,1.0,1.0,1.0
gruyter,1.0,1.0,1.0
stringer,1.0,1.0,1.0
xướng,0.6216216216216216,1.0,0.7666666666666667
philharmoniker,1.0,1.0,1.0
staatskapelle,1.0,1.0,1.0
sinfonie,1.0,1.0,1.0
orchester,1.0,1.0,1.0
rundfunk,1.0,1.0,1.0
chöre,0.0,-1,-1
chore,-1,0.0,-1
museuminsel,1.0,1.0,1.0
kupfergraben,1.0,1.0,1.0
altes,1.0,1.0,1.0
museum,1.0,1.0,1.0
lustgarten,1.0,1.0,1.0
alte,1.0,1.0,1.0
nationalgalerie,1.0,1.0,1.0
bodenmuseum,1.0,1.0,1.0
pergamonmuseum,1.0,1.0,1.0
unesco,1.0,1.0,1.0
gemäldegalerie,0.0,-1,-1
gemaldegalerie,-1,0.0,-1
bauhaus,1.0,1.0,1.0
archiv,1.0,1.0,1.0
deutsches,1.0,1.0,1.0
historisches,1.0,1.0,1.0
zeughaus,1.0,1.0,1.0
unter,1.0,1.0,1.0
den,0.0,-1,-1
linden,1.0,1.0,1.0
jüdisches,0.0,-1,-1
judisches,-1,0.0,-1
grunewald,1.0,1.0,1.0
đựng,0.16279069767441862,1.0,0.28
dahlem,1.0,1.0,1.0
lichtenberg,1.0,1.0,1.0
checkpoint,1.0,1.0,1.0
charlie,1.0,1.0,1.0
potsdamer,1.0,1.0,1.0
platz,1.0,1.0,1.0
peter,1.0,1.0,1.0
eisenman,1.0,1.0,1.0
gìn,1.0,1.0,1.0
märkisches,0.0,-1,-1
markisches,-1,0.0,-1
staatsoper,1.0,1.0,1.0
rococo,1.0,1.0,1.0
staatsbibliothek,1.0,1.0,1.0
zu,1.0,1.0,1.0
baroque,1.0,1.0,1.0
vẽ,0.0,-1,-1
andreas,1.0,1.0,1.0
schlüter,1.0,1.0,1.0
französicher,0.0,-1,-1
franzosicher,-1,0.0,-1
dom,0.0,-1,-1
đốm,1.0,0.45454545454545453,0.625
gendarmenmarkt,1.0,1.0,1.0
humbolt,1.0,1.0,1.0
hegel,1.0,1.0,1.0
kurfürstendamm,1.0,1.0,1.0
tauentzienstraße,1.0,1.0,1.0
sắm,0.8947368421052632,1.0,0.9444444444444444
kaufhaus,1.0,1.0,1.0
westens,1.0,1.0,1.0
kadewe,1.0,1.0,1.0
europa,1.0,1.0,1.0
center,1.0,1.0,1.0
rạp,0.7647058823529411,1.0,0.8666666666666666
ngắm,0.6111111111111112,0.9166666666666666,0.7333333333333334
tiergarten,1.0,1.0,1.0
cổng,0.0,-1,-1
kongresshalle,1.0,1.0,1.0
reichtagsgebäude,0.0,-1,-1
reichtagsgebaude,-1,0.0,-1
bellevue,1.0,1.0,1.0
august,1.0,1.0,1.0
ferdinand,1.0,1.0,1.0
großen,1.0,1.0,1.0
alexander,1.0,1.0,1.0
alexanderplatz,1.0,1.0,1.0
marienkirche,1.0,1.0,1.0
rotes,1.0,1.0,1.0
rathaus,1.0,1.0,1.0
prenzlauer,1.0,1.0,1.0
berg,1.0,1.0,1.0
schönhauser,0.0,-1,-1
schonhauser,-1,0.0,-1
alle,1.0,1.0,1.0
kastanienalle,1.0,1.0,1.0
palast,1.0,1.0,1.0
republik,1.0,1.0,1.0
berllin,1.0,1.0,1.0
berlliner,1.0,1.0,1.0
stadtschloss,1.0,1.0,1.0
vox,1.0,1.0,1.0
haus,1.0,1.0,1.0
vụn,1.0,1.0,1.0
lót,0.5555555555555556,1.0,0.7142857142857143
lọt,1.0,0.6666666666666666,0.8
olympia,1.0,1.0,1.0
internationale,1.0,1.0,1.0
funkausstellung,1.0,1.0,1.0
ifa,1.0,1.0,1.0
schloss,1.0,1.0,1.0
tegel,1.0,1.0,1.0
cơi,0.0,-1,-1
treptower,1.0,1.0,1.0
gustav,1.0,1.0,1.0
mayer,1.0,1.0,1.0
nghề,0.55,0.9850746268656716,0.7058823529411764
zenner,1.0,1.0,1.0
carl,1.0,1.0,1.0
langhans,1.0,1.0,1.0
gasthaus,1.0,1.0,1.0
glienicke,1.0,1.0,1.0
pfaueninsel,1.0,1.0,1.0
viktoria,1.0,1.0,1.0
viktoriapark,1.0,1.0,1.0
rudolph,1.0,1.0,1.0
wilde,1.0,1.0,1.0
schiller,1.0,1.0,1.0
schillerpark,1.0,1.0,1.0
britz,1.0,1.0,1.0
britzer,1.0,1.0,1.0
garten,1.0,1.0,1.0
marzahn,1.0,1.0,1.0
erholungspark,1.0,1.0,1.0
hecta,1.0,0.8,0.888888888888889
mauerpark,1.0,1.0,1.0
dãi,0.0,-1,-1
südgelände,0.0,-1,-1
sudgelande,-1,0.0,-1
natur,1.0,1.0,1.0
ga,0.9565217391304348,0.8,0.8712871287128713
görlitz,1.0,1.0,1.0
spreebogenpark,1.0,1.0,1.0
wann,1.0,1.0,1.0
große,1.0,1.0,1.0
ngơi,0.9230769230769231,1.0,0.9600000000000001
ngoạn,1.0,0.8571428571428571,0.923076923076923
warnsee,1.0,1.0,1.0
müggel,0.0,-1,-1
muggel,-1,0.0,-1
müggelsee,0.0,-1,-1
muggelsee,-1,0.0,-1
rahnsdorf,1.0,1.0,1.0
mügel,0.0,-1,-1
mugel,-1,0.0,-1
rìa,1.0,0.8333333333333334,0.9090909090909091
pleistocene,1.0,1.0,1.0
sườn,1.0,1.0,1.0
thề,0.0,-1,-1
quát,0.9619047619047619,0.9528301886792453,0.957345971563981
marathon,1.0,1.0,1.0
chữa,0.8133333333333334,0.953125,0.8776978417266187
bahn,1.0,1.0,1.0
wetskreuz,1.0,1.0,1.0
ostkreuz,1.0,1.0,1.0
zoologischer,1.0,1.0,1.0
friedrichstraße,1.0,1.0,1.0
ostbahnhof,1.0,1.0,1.0
südkreuz,0.0,-1,-1
sudkreuz,-1,0.0,-1
berin,1.0,1.0,1.0
gesundbrunnen,1.0,1.0,1.0
toa,0.0,-1,-1
seddin,1.0,1.0,1.0
interconnex,1.0,1.0,1.0
stettin,1.0,1.0,1.0
johannisthal,1.0,1.0,1.0
elbe,1.0,1.0,1.0
mittelland,1.0,1.0,1.0
weser,1.0,1.0,1.0
rhein,1.0,1.0,1.0
oder,1.0,1.0,1.0
schlesien,1.0,1.0,1.0
osthafen,1.0,1.0,1.0
kölln,0.0,-1,-1
kolln,-1,0.0,-1
logistics,1.0,1.0,1.0
dessau,1.0,1.0,1.0
rueter,1.0,1.0,1.0
ắc,0.0,-1,-1
ác,1.0,0.9672131147540983,0.9833333333333333
quỷ,0.14285714285714285,0.6666666666666666,0.23529411764705882
lắp,0.0,-1,-1
ngần,0.0,-1,-1
kv,1.0,1.0,1.0
xoay,1.0,0.8863636363636364,0.9397590361445783
charité,1.0,1.0,1.0
universitätsmedizin,0.0,-1,-1
universitatsmedizin,-1,0.0,-1
fraunhofer,1.0,1.0,1.0
helmholtz,1.0,1.0,1.0
leibnitz,1.0,1.0,1.0
max,1.0,1.0,1.0
plack,1.0,1.0,1.0
buch,1.0,1.0,1.0
mitte,1.0,1.0,1.0
adlershof,1.0,1.0,1.0
wista,1.0,1.0,1.0
hauptschule,1.0,1.0,1.0
realschule,1.0,1.0,1.0
gymnasium,1.0,1.0,1.0
dục,0.905940594059406,0.9581151832460733,0.9312977099236641
dưỡng,0.1595744680851064,1.0,0.27522935779816515
cacbohydrat,1.0,0.5,0.6666666666666666
sò,0.0,-1,-1
hô,0.45714285714285713,1.0,0.6274509803921569
ôzon,0.0,-1,-1
scheele,1.0,1.0,1.0
uppsala,1.0,1.0,1.0
joseph,1.0,1.0,1.0
priestley,1.0,1.0,1.0
wiltshire,1.0,1.0,1.0
oxygen,1.0,1.0,1.0
phlogiston,1.0,1.0,1.0
zeolit,1.0,0.8333333333333334,0.9090909090909091
dioxide,1.0,1.0,1.0
lặn,0.0,-1,-1
lẻ,0.47058823529411764,1.0,0.6399999999999999
orbital,1.0,1.0,1.0
cà,0.6111111111111112,1.0,0.7586206896551725
singlet,1.0,1.0,1.0
khuynh,1.0,0.9696969696969697,0.9846153846153847
đốoi,0.0,-1,-1
dooi,-1,0.0,-1
miễn,0.8407079646017699,0.9895833333333334,0.9090909090909092
carotinoit,1.0,1.0,1.0
cối,0.5,0.8666666666666667,0.6341463414634146
οξυς,1.0,1.0,1.0
oxus,1.0,1.0,1.0
oxys,1.0,1.0,1.0
γεινομαι,1.0,1.0,1.0
geinomai,1.0,1.0,1.0
nhạt,0.0,-1,-1
thẫm,0.0,-1,-1
gpa,1.0,1.0,1.0
ôxi,1.0,0.6231884057971014,0.7678571428571428
oxy,0.125,0.5,0.2
mg,1.0,1.0,1.0
atm,1.0,1.0,1.0
mililit,0.0,-1,-1
mililít,1.0,0.3333333333333333,0.5
ml,1.0,1.0,1.0
băng,0.2803738317757009,1.0,0.437956204379562
rayleigh,1.0,1.0,1.0
rượu,1.0,1.0,1.0
mêtanon,0.0,-1,-1
metanon,-1,0.0,-1
laurent,1.0,1.0,1.0
octium,1.0,1.0,1.0
silicat,1.0,0.7272727272727273,0.8421052631578948
sio,1.0,1.0,1.0
chỏm,0.3333333333333333,1.0,0.5
trơ,0.0,-1,-1
alđêhít,1.0,1.0,1.0
cacboxylic,1.0,1.0,1.0
cooh,1.0,1.0,1.0
clorat,1.0,1.0,1.0
peclorat,1.0,1.0,1.0
crômat,0.0,-1,-1
cromat,-1,0.0,-1
cro,1.0,1.0,1.0
đicrômat,0.0,-1,-1
dicromat,-1,0.0,-1
pemanganat,1.0,1.0,1.0
mno,1.0,1.0,1.0
nitơrat,1.0,0.5,0.6666666666666666
feo,1.0,1.0,1.0
êpôxít,0.0,-1,-1
êpôxit,-1,0.0,-1
ête,1.0,0.9545454545454546,0.9767441860465117
perôxít,1.0,1.0,1.0
già,0.0,-1,-1
hiđrôxyl,1.0,1.0,1.0
superôxít,1.0,1.0,1.0
glutathion,1.0,1.0,1.0
bilirubin,1.0,1.0,1.0
bỏng,0.25,1.0,0.4
kmno,1.0,1.0,1.0
ago,1.0,1.0,1.0
kso,1.0,1.0,1.0
huỷ,0.0,-1,-1
oxi,0.0,-1,-1
iodua,0.5,1.0,0.6666666666666666
iốt,1.0,1.0,1.0
koh,1.0,1.0,1.0
tẩm,0.0,-1,-1
